Tumor_Barcode	PGA	PGA_Subclonal	PGA_TETRA	PGA_LOH	PGA_Haploid_LOH	MCN	MCN_WGD	MCN_CHR	DPClust_Mutations	ASCAT_Purity	ASCAT_Ploidy	BB_Purity	BB_Ploidy	CCUBE_Purity	GOF	High_Purity	WGD_MP2_Number	WGD_MP2_Ratio	WGD_EVEN_Ratio	nWGD_CCF_MCluster	nWGD_CCF_MCluster_Detail	nWGD_Substantial_Segment	nWGD_Substantial_Segment_Detail	Super_Cluster_1	Super_Cluster_5	Super_Cluster_10	Homozoygous_Deletion	Homozoygous_Deletion2	Homozoygous_Deletion_Detail	DPCLUST_Detail
NSLC-0217-T01	0.8158421575134295	0.274743718969209	0	0.46009659521039953	0.34964109081948225	0.7052490068212214	WGD	18	9533	0.35	2.40365707064347	0.3675	2.30169632670685	0.3589392480726563	0.621858415906285	""	0		0.35051283094033325	1	nMut = 4709; Ratio = 0.49	2	chr7:57.92|chr7:83.57	0	0	0	0	N	chr8:1:9.69	C1|0.94|4782; C2|0.49|4709
NSLC-0218-T01	0.004972842648278914	0.004972842648278914	0	0.0025639123215212994	1.7871739338314907e-6	0.0025415593501727546	nWGD	0	1320	1	2.00250252475428	0.96	1.99622586507235	0.2337473558998804	0.00105058197928413	BB_Purity|ASCAT_Purity	0		1.969309499148976e-6	0	""	0	""	1	1	0	0	N	""	C1|1.27|76; C4|0.14|1219
NSLC-0219-T01	0.0752788333545779	0	0	0.0752788333545779	0	0.003950358256540777	nWGD	0	1797	0.26	1.92320587837475	0.25636	1.89872391458608	0.31376049469098394	0.972834583791743	""	0		0.002103090240504777	0	""	0	""	0	0	0	0	N	""	C1|1.09|1232; C2|0.69|551
NSLC-0220-T01	0.13952707570079678	0	0	0.10036134269566484	0.04002773915748904	0.08496940406141462	nWGD	2	4771	0.19	1.95677758913906	0.18639	1.97129502748925	0.3176020869527207	0.985951872406335	""	0		0.04601000913915912	0	""	0	""	0	0	0	0	N	chr9:1:2.25	C2|1.1|4758
NSLC-0221-T01	0.9422633602821006	0.17920933733999936	0.49773288276618666	0.12082752189343578	0.09316085991283572	0.9398282902891625	WGD	22	6220	0.21	4.21696360919262	0.20286	4.14315880851327	0.26433807843958584	0.605818667257691	""	313	0.28434504792332266	0.658563304016354	0	""	3	chr8:32.08|chr12:22.58|chr14:21.5	1	1	1	0	N	chr9:1:1.97	C1|1.1|6157
NSLC-0222-T01	0.9575074521301231	0.002048751929425737	0.6413192118650578	0.07615484451994721	0.0739405389852055	0.9565828786368205	WGD	22	3040	0.41	3.59496127114684	0.41451	3.53728462075247		0.989142121178183	""	12	0.16666666666666666	0.7330271047782422	0	""	0	""	0	0	0	0	N	""	C1|1|3010
NSLC-0223-T01	0.14490411963113084	0.03071697033265239	0	0.11418714929847845	2.4367392414488933e-4	0.03547759060977638	nWGD	1	2186	0.32	1.91520244078957	0.32224	1.87448564385116	0.44011845487923984	0.709982432196992	""	0		0.0035244461835600336	0	""	0	""	0	0	0	0	N	chr12:1:0.74	C1|1.02|1637; C2|0.57|536
NSLC-0224-T01	0.0032296710679783273	0.003227858160323462	0	0.0032296710679783273	0.0018259810449891174	0.0019250862852238865	nWGD	0	335	1	2.04857661385493	0.977	2.04861377427977	0.4787017008437978	1.50801964849067e-4	BB_Purity|ASCAT_Purity	0		0.0020311414661586306	0	""	0	""	1	1	1	0	N	""	C1|1.29|109; C3|0.14|211
NSLC-0225-T01	0.9359342149384378	0.2134154696654646	0.2707433242759532	0.04940445444119299	0.046083684681077826	0.9324764180072667	WGD	22	3801	0.24	3.48909995874534	0.25128	3.37024476749143	0.26387086108851915	0.693418675002991	""	189	0.13756613756613756	0.30842050902386997	0	""	2	chr14:34.68|chr15:68.91	0	0	0	0	N	""	C2|0.96|3782
NSLC-0226-T01	0.888847137502794	0.24943651291700153	0.020516856725994147	0.2827320842471734	0.21352106699996737	0.8714548819637112	WGD	20	6573	0.2	3.21741410272771	0.1906	3.07116435157801	0.20758485167261673	0.700578465841217	""	129	0.2248062015503876	0.3053956273819258	0	""	6	chr5:32.47|chr9:21.79|chr10:74.28|chr16:10.88|chr16:19.36|chr21:33.46	0	0	0	0	N	""	C3|1|6530
NSLC-0227-T01	0.9501728427972705	0.0945245824977843	0.5385171028439619	0.13113564553590343	0.12878675329999514	0.9478847521110982	WGD	22	5905	0.32	3.95964618478304	0.33504	3.87165914680542		0.806382878979659	""	49	0.5306122448979592	0.8319431950579865	1	nMut = 104; Ratio = 0.02	1	chr10:133.61	0	0	0	0	N	chr9:1:2.61	C2|0.98|5754; C3|0.48|104
NSLC-0228-T01	0.7310511425284353	0.09239938162171882	0.15818369822569198	0.1414190268654363	0.10057197394872353	0.690369071394182	WGD	16	11648	0.27	2.93898094849113	0.27891	2.85659370721282	0.36647932368177943	0.83097930820697	""	252	0.051587301587301584	0.23822472154994925	0	""	0	""	1	0	0	0	N	chr9:3:7.49	C1|1.10|215; C2|0.94|11337
NSLC-0229-T01	0.06743840398060652	0	0	0.04002142375825419	0	0.03161646430599698	nWGD	1	2093	0.13	1.98216068472942	0.13	1.95006334453922	0.230262741649967	0.957491390933214	""	0		8.297324248494261e-4	0	""	0	""	1	1	1	0	N	""	C2|1.3|2061
NSLC-0230-T01	0.9352312247763572	0.09863343459769207	0.3016733658597296	0.11543001907122437	0.0644207645874063	0.9331741011161802	WGD	21	2222	0.63	3.35972899459153	0.65268	3.33511372110153	0.6958926993093172	0.843300021764733	""	10	0	0.35088892763251145	0	""	0	""	0	0	0	0	N	""	C2|1.04|1701; C3|0.77|134; C4|0.30|361
NSLC-0231-T01	0.9098212943286567	0.062444728895392425	0.2641441140874671	0.24975535306076846	0.2428917226201919	0.9030028687407422	WGD	21	12042	0.28	3.18717293072849	0.27104	3.16857904980053	0.44636375793844774	0.908335088454614	""	103	0.23300970873786409	0.5230413032335599	0	""	0	""	0	0	0	0	N	chr5:1:3.75|chr9:1:0.75	C2|1|11972
NSLC-0232-T01	0.1423076015331584	0.08000898025263724	0	0.003911895320380982	0.0013401676383529928	0.13973587385113043	nWGD	2	4260	1	2.22073128939167	0.917	2.27115899034633	0.5206994290633931	0.117515603318971	|ASCAT_Purity	0		0.001397257435760072	0	""	2	chr4:190.04|chr16:36.29	0	0	0	0	N	""	C1|0.99|1023; C2|0.84|224; C3|0.42|2371; C4|0.17|625
NSLC-0233-T01	0.9118571167128605	0.12172212666201035	0.2100518400630485	0.26875627983004896	0.21708500260819677	0.8855593739751766	WGD	21	7822	0.38	3.50654058252358	0.38266	3.35366793166468	0.3818841500700458	0.819383316493415	""	212	0.1792452830188679	0.4786323590649599	0	""	0	""	0	0	0	0	N	""	C1|0.97|7126; C2|0.93|605
NSLC-0234-T01	0.05903183066210565	0	0	0.00514700110130933	0	0.05903183066210565	nWGD	2	44093	0.24	2.19154738351998	0.24	2.15910077577495	0.99276962575479	0.925189635293404	|CCUBE_Purity	0		0.0033496620750410283	0	""	0	""	3	2	2	0	N	""	C2|4.21|4571; C3|3.99|35840; C5|1.62|1292; C6|0.98|2068
NSLC-0235-T01	0.004787585260638733	0.0029872792110121104	0	0.0035230902543981124	0.0015523586781926583	0.004859708383834379	nWGD	0	104	0.69	2.0168618090203	0.67827	2.03434911160823	0.7129562153886516	0.024701730801546	""	0		0.0016909378730643988	0	""	0	""	0	0	0	0	N	""	C4|0.25|88
NSLC-0236-T01	0.0010760057271742233	0.0010599792276018156	0	0.0010599792276018156	0	1.6896338881312076e-5	nWGD	0	3724	1	1.99761862283741	0.95	1.99877042483705	0.19908455482837437	2.20682454558398e-4	|ASCAT_Purity	0		0	0	""	0	""	1	1	0	0	N	""	C1|1.39|347; C3|0.15|3359
NSLC-0237-T01	0.06715932837438744	0	0	0.051623822920588314	1.9411836558274072e-4	0.01849394220946781	nWGD	0	2150	0.36	1.96609863314668	0.34812	1.96308129353365	0.43493436855337675	0.951632530501296	""	0		2.1342462403433035e-4	1	nMut = 322; Ratio = 0.15	0	""	0	0	0	0	N	chr22:1:0	C1|1.05|1806; C2|0.48|322
NSLC-0238-T01	0.893969939451362	0.008078981297872085	0.1198548030745028	0.3592533634279391	0.2708905676789148	0.8851541971461955	WGD	20	35343	0.73	2.94285049127966	0.72343	2.82595084005976	0.7274210603250509	0.989538918571947	""	144	0.09027777777777778	0.48390618508709915	0	""	0	""	0	0	0	0	N	chr9:3:6.48	C2|1.01|31219; C3|0.79|3302; C4|0.30|644
NSLC-0239-T01	0.0018689685661366976	0.0016746941486302533	0	0.0016746941486302533	0	2.0481867417947058e-4	nWGD	0	98	1	2.00232417713443	0.95	1.99766409326134	0.5167950954323585	7.64964620386307e-4	|ASCAT_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C4|0.15|80
NSLC-0240-T01	0.8761277243595142	0.21348420176592867	0.18457459411390184	0.2064386493218698	0.19657841036788154	0.8683657260338661	WGD	20	3274	0.19	3.07558816235965	0.18069	3.04644433918414	0.19736842105263158	0.642898320531804	""	189	0.24867724867724866	0.4359948813860254	0	""	3	chr9:77.6|chr11:134.88|chr21:16.61	0	0	0	0	N	""	C1|1|3239
NSLC-0241-T01	0.0018045743490218576	0.0017036919676455045	5.7263969684952394e-5	0.0010906435965358074	0.0010470251848444065	0.0018045743490218576	nWGD	0	99	1	2.00768939243577	0.969	1.99222980453457	0.5001880808078998	0.00426894343649947	BB_Purity|ASCAT_Purity	0		0.0011481956484433978	0	""	0	""	0	0	0	0	N	""	C2|0.17|55
NSLC-0242-T01	0.5860924934723538	0.12094911306548041	0.02875736397192095	0.2679228978932498	0.1792560407444803	0.4918084676408738	nWGD	11	7031	0.31	2.37339443695434	0.30008	2.32263430027476	0.5038734827808997	0.813219759532013	""	186	0.08602150537634409	0.247329363154827	0	""	0	""	0	0	0	0	N	""	C1|1|6985
NSLC-0243-T01	0.4618911134822301	0.04494042783301637	0	0.12470034991265515	0.10345324375577684	0.41391332418223326	nWGD	10	2674	0.29	2.29002510365645	0.3016	2.27084653428174	0.36362436495531253	0.905948529664615	""	0		0.11549033487825525	1	nMut = 69; Ratio = 0.03	0	""	0	0	0	0	N	""	C2|0.98|2584; C3|0.48|69
NSLC-0244-T01	0.8942339206872949	0.400398910814907	0.043439901525033	0.5783648256447775	0.32420605410726455	0.7403600449293953	WGD	16	6678	0.57	2.30464349299459	0.57342	2.23924142710801		0.507862070095861	""	297	0.15824915824915825	0.4372064389013211	1	nMut = 310; Ratio = 0.05	9	chr1:81.16|chr2:241.92|chr3:91.49|chr3:104.4|chr4:26.52|chr9:77.6|chr10:87.25|chr12:48.9|chr22:20.54	0	0	0	0	N	chr20:2:0.76	C2|0.97|4841; C3|0.64|296; C5|0.46|310; C6|0.28|1116
NSLC-0245-T01	0.8898643108266153	0.03108862562890845	0.1435560311331202	0.15979298288524524	0.034906116129701306	0.881507780641794	WGD	20	6877	0.65	3.38466372373046	0.64805	3.33294421947156	0.6291315346865942	0.953961478146586	""	227	0.20704845814977973	0.19719559066646103	0	""	0	""	0	0	0	0	N	chr9:1:4.7	C1|0.99|5367; C2|0.78|1092; C3|0.32|384
NSLC-0246-T01	0.6821532983522365	0.3289438022078376	0	0.6821532983522365	7.854430624541423e-5	0.0019718344343888665	nWGD	0	2485	0.1	1.95530838080073	0.1079	1.81202288199351	0.2275186818648001	0.499516545153766	""	0		5.505531762846474e-4	0	""	0	""	1	1	1	0	N	""	C1|1.5|2470
NSLC-0247-T01	0.7072015195094513	0.004324127873133621	0.010178789919586928	0.3247525991319705	0.1980250159593857	0.6234860375840873	WGD	16	6001	0.45	2.42682387578824	0.441	2.36922641665887	0.5746095578308454	0.991873774227104	""	2	0	0.23285633512024284	0	""	0	""	0	0	0	0	N	""	C1|1.01|5231; C2|0.80|535; C3|0.36|190
NSLC-0248-T01	0.0017813587727169046	0.0011453449085796809	0	0.001145368662783712	9.199524837926411e-4	0.001640391479417102	nWGD	0	1243	1	2.00190495810426	0.954	1.997972509144	0.37977309671345505	7.41368956989217e-4	BB_Purity|ASCAT_Purity	0		0.0010233699740251534	0	""	0	""	1	1	1	0	N	""	C1|1.28|155; C3|0.15|1054
NSLC-0249-T01	0.719471490770223	0.059456205046141186	0.10263402497078748	0.38148458830624576	0.25027760524434256	0.654775402237161	WGD	13	3911	0.38	2.60753366388864	0.37962	2.53025762150819	0.40009978866591406	0.811417730933471	""	86	0.05813953488372093	0.39231891521928497	0	""	2	chr10:37.64|chr12:90.21	0	0	0	0	N	""	C1|0.93|3153; C2|0.44|697
NSLC-0250-T01	0.9543559762727002	2.7475168124643237e-4	0.4935963675760068	0.13392910297896368	0.08492150243636792	0.9518946633795904	WGD	22	5094	0.11	3.86103662986091	0.11418	3.74438158716987		0.998420425469023	""	0		0.649223981897526	0	""	0	""	1	1	1	0	N	""	C2|1.2|5068
NSLC-0251-T01	0.7564540458006755	8.421303367922182e-4	0.05952890274678609	0.14078872338071757	0.13208358572827217	0.7564540458006755	WGD	18	2836	0.48	2.75480023888335	0.47184	2.78207011791863	0.5404795153918224	0.999777368085991	""	0		0.21150088187965	0	""	0	""	0	0	0	0	N	""	C1|0.93|2521; C2|0.42|275
NSLC-0252-T01	0.0026150412661810007	0.00226625894823299	0	0.00226722462261075	0.0017921682552290063	0.0022561327186664355	nWGD	0	1517	1	2.00403158419265	0.95	1.99567682263662	0.44788655818898804	0.00266571885551804	|ASCAT_Purity	0		0.001964522342440461	0	""	0	""	0	0	0	0	N	""	C2|0.43|122; C3|0.29|280; C4|0.19|1094
NSLC-0253-T01	0.8786693841902774	0.009734763141059666	0.02567756213620814	0.7375200826824985	0.598678004907643	0.7690362614006296	WGD	16	2602	0.13	2.12619969961978	0.12779	2.15576725304562	0.32756758568019056	0.994347182532643	""	0		0.6581325329694198	0	""	0	""	1	1	1	0	N	""	C1|1.2|2583
NSLC-0254-T01	0.00251216423529949	0.002200784226228316	0	0	0	0.00251216423529949	nWGD	0	799	1	2.05085830770357	0.957	2.03959411133231	0.406509859941044	0.00134484395136961	BB_Purity|ASCAT_Purity	0		0	0	""	0	""	1	1	1	0	N	""	C1|1.25|270; C2|0.16|521
NSLC-0255-T01	0.005103752428552627	0.0043519768265360935	0	0.002903449941199718	0.0028258618083611573	0.005026164295714067	nWGD	0	1060	1	2.00230301359361	0.913	1.99836066866758	0.8253421269932495	0.247240618101545	|ASCAT_Purity	0		0.002945217611903199	0	""	0	""	0	0	0	0	N	""	C1|0.94|739; C2|0.83|119; C3|0.35|48; C4|0.16|144
NSLC-0256-T01	0.002909203431315755	0.002909203431315755	0	0.0015646630259612102	0.0015486464239738154	0.003050214733068931	nWGD	0	162	1	2.00045259071433	0.932	1.99973169883941	0.6530834432297292	0.0913113435237329	|ASCAT_Purity	0		0.001696271112825756	0	""	0	""	0	0	0	0	N	""	C4|0.41|38; C5|0.15|92
NSLC-0257-T01	0.7754030622660204	0.4811405395782688	0.011243637109417596	0.5328628457791721	0.3934871426776209	0.6510869154941616	WGD	14	8499	0.39	2.14070414474185	0.38571	2.10833080484414	0.34021440830808714	0.298293003413097	""	0		0.4498273364656402	0	""	15	chr4:176.6|chr4:12.77|chr5:46.06|chr5:12.54|chr5:19.48|chr7:159.29|chr9:10.63|chr9:77.66|chr10:133.57|chr11:17.36|chr13:39.3|chr14:90.78|chr19:58.21|chr21:19.59|chr21:13.98	0	0	0	1	Y	chr9:2:27.15	C1|0.90|6185; C2|0.42|2277
NSLC-0258-T01	0.8106717541195003	0.23232625747843502	0.24490803917377182	0.05815720757034856	0.05133067657759539	0.8004058966199045	WGD	19	4190	0.74	3.51083337068074	0.73112	3.4187169221867	0.6012295115538934	0.499731886420144	""	90	0.1	0.3288509913228828	0	""	0	""	0	0	0	0	N	""	C1|0.97|1935; C2|0.65|1276; C3|0.35|929
NSLC-0259-T01	0.8807719360926384	0.25843285782034636	0.11007176875149616	0.19216856970827406	0.13540427006172115	0.8729596658627439	WGD	20	8925	0.27	3.30588419495895	0.26244	3.28564769206265	0.35298757523138224	0.703614395201488	""	282	0.20212765957446807	0.2777395292520822	0	""	1	chr19:27.84	0	0	0	0	N	""	C2|0.97|7853; C3|0.60|970
NSLC-0260-T01	0.19323958210380926	0.0031129326818655338	0	0.144671207021251	0.0255694527946291	0.07940708039736474	nWGD	3	5287	0.64	1.93482665900702	0.64192	1.89895222183798	0.6942677277403233	0.733818488961679	""	0		0.02943985236339718	0	""	0	""	0	0	0	0	N	chr9:1:3.31	C1|1.01|3810; C3|0.70|149; C4|0.39|81; C5|0.24|1130
NSLC-0261-T01	0.9524029122156623	0.046146133493716796	0.23345510146320067	0.6262642582477591	0.5102290879619849	0.8849135304909936	WGD	21	5842	0.19	2.61429663045944	0.1976	2.60686306596437		0.923285683258633	""	0		0.9434361722297897	0	""	1	chr9:35.95	1	1	1	2	Y	chr12:1:50.49|chr2:1:2.06|chr4:1:138.27	C2|2.0|1365; C4|1.1|4398
NSLC-0262-T01	0.6525787280000311	0.24299419858630109	0.20185244441598985	0.13113290192533786	0.10151605740461665	0.6271106370565601	WGD	13	5202	0.6	2.88280832940115	0.6246	2.75101907604065	0.5745970524977007	0.490481555557496	""	697	0.11621233859397417	0.3366202834227697	0	""	1	chr17:12.26	0	0	0	0	N	chr9:1:1.23|chrX:1:2.78	C2|0.99|4123; C3|0.75|294; C4|0.29|756
NSLC-0263-T01	0.7706891622163663	0.03839099358931868	0.10279767622268811	0.19249577595073292	0.14578662295242964	0.7198700902113818	WGD	15	11388	0.46	2.90170734624252	0.4669	2.8174118387863	0.5804903669084153	0.954233796580986	""	0		0.25938887650346326	0	""	0	""	0	0	0	0	N	chr17:1:0.12|chr9:1:5.21	C4|0.99|10297; C5|0.79|800; C6|0.33|157
NSLC-0264-T01	0.9504083343878853	0.49120902421208185	0.2042703756065582	0.3123244365339411	0.06245509529601545	0.949038572369841	WGD	22	13017	0.39	4.2583264803421	0.3705	4.06019906615204		0.447640894192666	""	2200	0.31	0.41567102417641544	0	""	4	chr3:13.42|chr7:58.6|chr14:18.92|chr14:28.11	0	0	0	0	N	""	C4|1|12840
NSLC-0265-T01	0.8010445374773519	0.4380593252516004	0.15793418307679197	0.15535471571066437	0.07633664962993489	0.7155549109305828	WGD	18	4922	0.56	2.95891348020606	0.56392	2.93097811748973	0.6194531430243231	0.315067963547703	""	112	0.1875	0.26167943474555944	0	""	3	chr1:84.92|chr12:46.43|chr19:10.98	0	0	0	0	N	""	C2|0.98|3692; C4|0.42|1154
NSLC-0266-T01	0.9518249826590929	0.4606768688450195	0.05062890183895437	0.650630523987154	0.48981394805732936	0.8920988919045171	WGD	21	4624	0.41	2.4281572488099	0.41205	2.42432210172569		0.508469542069518	""	201	0.3283582089552239	0.5884263697890979	0	""	5	chr9:43.26|chr10:60.16|chr11:50.62|chr14:44.19|chr15:34.6	0	0	0	0	N	chr15:2:6.32	C1|1.0|4408; C2|0.4|179
NSLC-0267-T01	0.9539148630132813	0.15153160952943537	0.246846356818899	0.22067369603557746	0.15558571676695873	0.9382633175524281	WGD	22	41311	0.19	3.77315588954702	0.19304	3.66200786991022		0.798713457752675	""	2069	0.08893185113581441	0.48648649461640103	0	""	2	chr7:95.75|chrX:17.1	0	0	0	0	N	chr9:1:0.54	C1|1.1|41240
NSLC-0268-T01	0.7612959700128142	0.4584042206757412	0.053101034514489935	0.37545718351456514	0.13438042790675997	0.596501098826201	WGD	13	5304	0.25	2.8944513071049	0.259	2.64128127351265	0.2893987119084883	0.361730555261308	""	472	0.1483050847457627	0.20987445954260453	0	""	2	chr8:12.68|chr8:15.37	0	0	0	1	Y	chr21:1:16.94|chrX:1:3.93	C2|1|5253
NSLC-0269-T01	0.8689618143341212	0.1506656879622282	0.09656165956584829	0.13146221338412897	0.07883982806038045	0.8617611420520145	WGD	21	7896	0.48	3.68674989200552	0.47232	3.48505026943008	0.5532141759437381	0.810551257486724	""	55	0.2	0.16617585305142377	0	""	0	""	0	0	0	0	N	chr9:1:4.35	C5|0.98|7520; C6|0.41|251
NSLC-0270-T01	0.4084279329305077	0.0386812191549743	0	0.3921503665977895	0.01859773511708002	0.03869223829927419	nWGD	0	4324	0.66	1.60448610163066	0.66396	1.56041618650769	0.698530648721032	0.803886678783411	""	0		0.02284431745024171	0	""	0	""	0	0	0	0	N	chr22:2:0.68	C3|0.99|3206; C4|0.69|51; C5|0.40|677; C6|0.18|338
NSLC-0271-T01	0.9028654213650353	0.3818953197447121	0.0851752174605084	0.25164275455931373	0.18326276230399582	0.8841073956134066	WGD	22	6456	0.41	3.49858278331596	0.4018	3.40204522923825	0.3353998430186715	0.521221149511816	""	66	0.21212121212121213	0.4014951414805978	1	nMut = 1036; Ratio = 0.16	5	chr3:85.86|chr6:28.76|chr6:17.06|chr19:19.68|chr21:11.87	0	0	0	0	N	chr9:1:1.35	C1|0.97|5368; C2|0.51|1036
NSLC-0272-T01	0.5661002480124645	0.19270206735612305	0.07239625145767137	0.3623390239741406	0.08530255484049203	0.31230376371258145	nWGD	8	5217	0.43	2.04211076497707	0.43473	1.95153613820684	0.5530888488019218	0.611251037176398	""	623	0.1348314606741573	0.175376305437867	0	""	2	chr4:27.04|chr8:27.78	0	0	0	1	Y	chr18:2:6.38|chr4:1:0.22|chr8:2:36.37	C2|0.97|4443; C3|0.38|743
NSLC-0273-T01	0.14742109694468192	0.097438340137884	0	0.04839769419828611	0.001291135675980875	0.1090398285361325	nWGD	2	3589	0.47	2.07659157599409	0.4559	2.04217929205487	0.5549504134328059	0.16239457459926	""	0		0.001401782427707895	0	""	1	chr1:14.04	0	0	0	0	N	""	C1|1.03|2400; C2|0.76|534; C3|0.35|626
NSLC-0274-T01	0.12132345292744875	0.03248335010021076	0	0.07054625491240692	0.0036871146828295937	0.057419510820001574	nWGD	1	3158	0.81	2.07022104218345	0.81729	1.97302062596899	0.815210410406401	0.591974217862298	""	0		0.00405411043660119	0	""	0	""	0	0	0	0	N	""	C2|1.01|1715; C3|0.85|40; C4|0.64|117; C6|0.23|1226
NSLC-0275-T01	0.152080942653466	0.04672338176651785	0	0.0718039700729137	0.014177250294811695	0.10212868158613796	nWGD	1	10390	0.52	2.16083961465137	0.52312	2.05353023693957	0.6560500812195931	0.695550763543546	""	0		0.016428900158518257	0	""	0	""	0	0	0	0	N	chr9:1:0.31	C3|0.99|8063; C5|0.36|2206
NSLC-0276-T01	0.20990821818644315	0.11427787683117732	0	0.14664102076140625	0.0027816862452044004	0.07537317992418092	nWGD	0	11337	0.46	1.96899804375341	0.44758	1.91149537991315	0.6071521151116438	0.452765494500793	""	0		0.00909023558344091	0	""	2	chr1:87.99|chr7:87.99	1	0	0	0	N	chr7:1:9.76	C1|1.36|115; C2|1.05|8979; C3|0.70|684; C4|0.33|1452
NSLC-0277-T01	0.7875748279242903	0.221836565608181	0.1802830649730231	0.12934705327813958	0.11237894464609204	0.7622933442746191	WGD	19	3902	0.37	3.06466779591159	0.37962	2.91761482114178	0.42594062204069244	0.635196919390316	""	208	0.1201923076923077	0.30716757242349096	1	nMut = 1018; Ratio = 0.26	5	chr1:32.48|chr8:47.61|chr12:43.27|chr15:19.73|chrX:57.78	0	0	0	0	N	""	C1|1.03|2828; C2|0.51|1018
NSLC-0278-T01	0.9414001166714785	0.10393453296236072	0.25080756862268616	0.4514173375885158	0.4019674182606465	0.9374165138268056	WGD	21	7206	0.43	2.93613288742653	0.4171	2.88071466278977	0.3884151010115606	0.831757410523205	""	11	0.8181818181818182	0.7851313248385562	0	""	1	chr10:133.56	0	0	0	0	N	chr3:1:0.5|chr9:1:5.83	C2|0.96|7009; C3|0.38|138
NSLC-0279-T01	0.9588989658141099	0.2202995013381893	8.782737533032682e-4	0.5590202398675307	0.014089427043475123	0.9580504959468331	WGD	22	4299	0.32	4.3959737566829	0.33504	3.96760484665375		0.776418856640495	""	1	0	0.035708151754879035	0	""	3	chr8:18.75|chr8:12.95|chr21:35.9	0	0	0	0	N	""	C2|0.99|4234
NSLC-0280-T01	0.21654146023123766	0.10464219280505041	0	0.12362386052349329	0.06717524435092721	0.1909716446404024	nWGD	5	6584	0.21	2.06401440265162	0.19971	2.09221048894365	0.2877903684498699	0.445695758254505	""	0		0.07815165583427303	0	""	2	chr7:18.91|chr13:66.39	0	0	0	0	N	chr9:2:5.72	C2|0.95|6531
NSLC-0281-T01	0.9295637158349935	0.02127823208222691	0.2579491915437619	0.08897711938552524	0.07657907315917314	0.9271211738857646	WGD	21	3821	0.21	3.31868411217794	0.21987	3.31164609335733	0.2170044538825093	0.969735687048398	""	0		0.38930740081237475	0	""	0	""	0	0	0	0	N	""	C2|1|3785
NSLC-0282-T01	0.9330710969723787	0.4596847976080303	0.27231461406500007	0.18824467806845607	0.11432933140638395	0.9257120789795533	WGD	22	13989	0.68	4.2395603287407	0.67864	3.9218035138118		0.407432010952778	""	1493	0.13998660415271266	0.5202447833728061	1	nMut = 3401; Ratio = 0.24	3	chr9:10.05|chr9:11.62|chr11:44.9	0	0	0	0	N	chr9:2:4.89	C3|0.97|8145; C4|0.68|2271; C5|0.46|3401
NSLC-0283-T01	0.8944991098750433	0.10604011814460859	0.24045049515385913	0.3924122022605136	0.3713428531013527	0.8737651642189287	WGD	19	4208	0.42	2.948385177623	0.42546	2.82620842401528	0.43202274502733906	0.862505030681293	""	279	0.4946236559139785	0.6436376813244078	0	""	0	""	0	0	0	0	N	""	C2|0.99|3871; C3|0.38|254
NSLC-0284-T01	0.3892546331198373	0.1898118055930855	0.0025390759815288985	0.2575777269302398	0.053656474448473546	0.2008057423908383	nWGD	3	5970	0.39	2.04092221659453	0.40326	1.97071364614587	0.5246842475564292	0.273526005943753	""	0		0.06988866430605144	1	nMut = 1033; Ratio = 0.17	2	chr3:91.52|chrX:46.47	0	0	0	1	Y	chr15:1:2.67|chr8:1:31.9	C1|1.05|333; C2|0.93|4548; C3|0.48|1033
NSLC-0285-T01	0.8824163809120326	0.06275626264190284	0.185041636452955	0.31123529737129374	0.24004232171720216	0.8548619126609284	WGD	19	6440	0.3	2.81059028938928	0.285	2.78817872857546	0.29981184129526417	0.915815219535287	""	296	0.28040540540540543	0.4740994258380682	0	""	1	chr19:18.35	0	0	0	0	N	chr9:1:1.77	C2|1|6368
NSLC-0286-T01	0.8241727924984034	0.4564364930165872	0.252151966832736	0.10857132455629373	0.048868883249283804	0.8104184377541349	WGD	19	7583	0.33	3.21400013720317	0.34452	3.03706083103545	0.4146621434384355	0.338330029732408	""	1416	0.17796610169491525	0.2815265332482713	0	""	4	chr16:11.69|chr16:18.12|chr18:15.35|chr19:58.3	0	0	0	0	N	chr9:1:3.7	C1|0.95|6571; C2|0.58|981
NSLC-0287-T01	0.1652743485839512	0.04441909563682625	0	0.1138323485890036	0.013360889894798196	0.09533068205450501	nWGD	1	6427	0.28	2.27816398571087	0.27804	2.08799271288336	0.3843158075226753	0.689121845299541	""	0		0.03536625435082911	0	""	0	""	0	0	0	0	Y	chr7:3:12.52	C3|0.98|4980; C4|0.69|1410
NSLC-0288-T01	0.9546285864464694	0.04461431131466743	0.5306534075468202	0.13046562917829335	0.08030504774028044	0.9512792424879976	WGD	22	7926	0.43	4.02162880863416	0.42613	3.92414199240521		0.896186678918301	""	10	0.2	0.7936071869591994	1	nMut = 143; Ratio = 0.02	0	""	0	0	0	0	N	chr4:1:6.96	C2|0.99|7747; C3|0.46|143
NSLC-0289-T01	0.92291056182867	0.06133286091852142	0.36749365028763964	0.22657035353524055	0.1864897824687882	0.8918693153304007	WGD	21	10537	0.56	3.4248724758172	0.5628	3.2212863212151	0.6044395144614393	0.892662075002004	""	451	0.1729490022172949	0.6176716432901225	0	""	1	chr16:21.3	0	0	0	0	N	chr16:1:0.06	C3|0.99|9639; C4|0.81|235; C5|0.41|577
